# Image_ID qw qx qy qz tx ty tz Camera_ID Name
37 -0.2668432911846893 0.6013253595022497 0.7127823801884989 0.2431948775406903 0.0 0.0 0.0 1 frame_0036.jpg
38 -0.26046008202595533 0.6071563282325239 0.7080689188902225 0.24931936318678471 0.0 0.0 0.0 1 frame_0037.jpg
39 -0.25245357759098186 0.6072225371948355 0.7039131261960667 0.2684293058759808 0.0 0.0 0.0 1 frame_0038.jpg
40 -0.24426473494354764 0.6032392283156313 0.6991229680880948 0.29608148907997084 0.0 0.0 0.0 1 frame_0039.jpg
41 -0.21474772845204992 0.6069183666438472 0.7037413808399284 0.3004689305877729 0.0 0.0 0.0 1 frame_0040.jpg
42 -0.21206673866880954 0.6089460762902035 0.7052421244333184 0.29469631902336396 0.0 0.0 0.0 1 frame_0041.jpg
43 -0.20059251446859522 0.6014602052593524 0.7031359693744926 0.3218820796508198 0.0 0.0 0.0 1 frame_0042.jpg
44 -0.17400344691203387 0.5923679525906628 0.7035969052928667 0.3518158667095306 0.0 0.0 0.0 1 frame_0043.jpg
45 -0.15085887030872194 0.6009722067540849 0.6769140568341577 0.397317716215404 0.0 0.0 0.0 1 frame_0044.jpg
46 -0.07124483274538727 0.6178909990514173 0.6758574233082081 0.3954132401140773 0.0 0.0 0.0 1 frame_0045.jpg
47 -0.033726088572298536 0.6121099035247435 0.6782953084493584 0.40509195436608286 0.0 0.0 0.0 1 frame_0046.jpg
48 -0.03874646939143574 0.5876684109589377 0.6849883067605447 0.42887710299340703 0.0 0.0 0.0 1 frame_0047.jpg
49 -0.03746374947162327 0.5696752052734787 0.6840561632004354 0.4540195960084177 0.0 0.0 0.0 1 frame_0048.jpg
50 -0.01440945482780375 0.5552884232032116 0.6745714561930388 0.4862103301634589 0.0 0.0 0.0 1 frame_0049.jpg
51 0.006448705456670789 0.5527614311510002 0.6770460236156711 0.48582084798415054 0.0 0.0 0.0 1 frame_0050.jpg
52 0.0257947606745745 0.5491191657972662 0.671094651291428 0.49742812655085406 0.0 0.0 0.0 1 frame_0051.jpg
53 0.05441541321375114 0.5504346666897907 0.6637855566055444 0.5034375585440001 0.0 0.0 0.0 1 frame_0052.jpg
54 0.07103535856698276 0.5558799532538159 0.6390483709083471 0.5268478291149952 0.0 0.0 0.0 1 frame_0053.jpg
55 0.08463066590843345 0.5649912750987123 0.6153110138110207 0.5431527094041603 0.0 0.0 0.0 1 frame_0054.jpg
56 0.09867754923855795 0.5724203714248266 0.5988044992868846 0.5513899085836799 0.0 0.0 0.0 1 frame_0055.jpg
57 0.12212424788059296 0.5869109062168251 0.5760014469767406 0.5557369785465475 0.0 0.0 0.0 1 frame_0056.jpg
58 0.14943988736049432 0.5903571165539357 0.5660837215350722 0.5556036493875903 0.0 0.0 0.0 1 frame_0057.jpg
59 0.16772294188716622 0.5987380709216955 0.5509896286599395 0.5565897648204313 0.0 0.0 0.0 1 frame_0058.jpg
60 0.18117935760372286 0.6130554389479881 0.5301973422665186 0.5569810117123491 0.0 0.0 0.0 1 frame_0059.jpg
61 0.19382612317115322 0.6387066039745127 0.49877951665462417 0.5529053280459192 0.0 0.0 0.0 1 frame_0060.jpg
62 0.20215223957117634 0.6513452643736237 0.4823329873445662 0.5497624104408 0.0 0.0 0.0 1 frame_0061.jpg
63 0.21172138260396314 0.6580209622559847 0.47295009676666533 0.5463521532385281 0.0 0.0 0.0 1 frame_0062.jpg
64 0.22742933724281653 0.6625892049796357 0.4619309946433339 0.5439404362552647 0.0 0.0 0.0 1 frame_0063.jpg
65 0.23408313137259631 0.6644100588731394 0.4539307314792018 0.5456292260260146 0.0 0.0 0.0 1 frame_0064.jpg
66 0.24345054880007963 0.6714237711144208 0.4528490748537703 0.5337130926588877 0.0 0.0 0.0 1 frame_0065.jpg
67 0.24938213374765175 0.6811705916290361 0.4496019483120949 0.521222854968185 0.0 0.0 0.0 1 frame_0066.jpg
68 0.25450448695295275 0.693489166183442 0.4490298335921863 0.5026653469766762 0.0 0.0 0.0 1 frame_0067.jpg
69 0.255674997435463 0.7064563411449364 0.4488607968241337 0.48381165634664997 0.0 0.0 0.0 1 frame_0068.jpg
70 0.2709412501630436 0.7170233265425024 0.45128938184021933 0.4569532601834497 0.0 0.0 0.0 1 frame_0069.jpg
71 0.2791088243198375 0.7232272992070689 0.4546648956513159 0.4385434648137229 0.0 0.0 0.0 1 frame_0070.jpg
72 0.28121418642946794 0.7307193478829606 0.4525572690741832 0.4268017504514602 0.0 0.0 0.0 1 frame_0071.jpg
73 0.29369927445333965 0.7381176187247975 0.4529107994031396 0.4047158569881163 0.0 0.0 0.0 1 frame_0072.jpg
74 0.306511238436704 0.7403040596014804 0.4515958026464374 0.39250731341171946 0.0 0.0 0.0 1 frame_0073.jpg
75 0.31172272618065755 0.7443936487119596 0.45018311236587405 0.38215468475523 0.0 0.0 0.0 1 frame_0074.jpg
76 0.3131353865718652 0.7451469663857859 0.45374759765265466 0.37525370855861456 0.0 0.0 0.0 1 frame_0075.jpg
77 0.32519887705912837 0.745636293810805 0.4518361279340723 0.3662189525476713 0.0 0.0 0.0 1 frame_0076.jpg
78 0.33623894553258515 0.7472579221381074 0.4457039438291594 0.3604122136722158 0.0 0.0 0.0 1 frame_0077.jpg
79 0.3508703160119506 0.7511335470712273 0.44214300059551365 0.3423419092519434 0.0 0.0 0.0 1 frame_0078.jpg
80 0.36450586132010765 0.7525333864718612 0.4418879855613982 0.32490612109495354 0.0 0.0 0.0 1 frame_0079.jpg
81 0.36301129048646763 0.747777536684854 0.43713723521861286 0.34345683308722874 0.0 0.0 0.0 1 frame_0080.jpg
82 0.3623396130207524 0.7376974868526657 0.4408186934286109 0.3608203185120329 0.0 0.0 0.0 1 frame_0081.jpg
83 0.35562827005729114 0.7317137408168726 0.44314335253694287 0.3764936973418757 0.0 0.0 0.0 1 frame_0082.jpg
